,trustLevel,totalScannedItems,lineItemVoids,scansWithoutRegistration,valuePerSecond,lineItemVoidsPerPosition,grandTotal,quantityModifications
2571,5.0,28.00000000000001,3.0,10.0,0.212478632478632,0.107142857142857,74.58,2.0
2572,5.0,25.000000000000046,11.0,7.0,0.0357124842370744,0.44,56.64,5.0
2573,5.0,28.99999999999998,8.0,2.0,0.134086956521739,0.27586206896551696,46.26,4.0
2574,5.0,29.99999999999997,6.0,7.0,0.0981081081081081,0.2,18.15,1.0
2575,5.0,23.999999999999936,4.0,8.0,0.0393115438108484,0.166666666666667,56.53,3.0
2576,5.0,23.999999999999968,10.0,6.0,0.0372664756446991,0.4166666666666671,65.03,4.0
2577,5.0,25.99999999999996,10.0,9.0,0.0453061224489796,0.384615384615385,68.82,1.0
2578,5.0,29.99999999999996,1.0,8.0,0.058620218579235,0.0333333333333333,85.82,5.0
2579,5.0,26.000000000000007,4.0,10.0,0.11258485639686698,0.153846153846154,43.12,1.0
2580,5.0,24.999999999999954,4.0,1.0,0.0439051094890511,0.16,72.18,4.0
2581,5.0,27.000000000000014,1.0,6.0,0.0411038961038961,0.037037037037037,12.66,0.0
2582,5.0,27.000000000000004,1.0,7.0,0.0294303797468354,0.037037037037037,13.95,3.0
2583,5.0,25.000000000000025,5.0,5.0,0.0299873257287706,0.2,47.32,5.0
2584,5.0,23.00000000000002,11.0,8.0,0.0207587253414264,0.4782608695652171,13.68,4.0
2585,5.0,23.000000000000014,11.0,6.0,0.0388758169934641,0.4782608695652171,59.48,4.0
2586,5.0,24.00000000000005,5.0,2.0,0.0657027818448023,0.208333333333333,89.75,4.0
2587,5.0,22.999999999999968,5.0,10.0,0.0197582145071296,0.21739130434782603,31.87,5.0
2588,5.0,25.000000000000043,11.0,1.0,0.10269480519480499,0.44,94.89,2.0
2589,5.0,23.999999999999922,8.0,8.0,0.00830373545621555,0.33333333333333304,13.56,1.0
2590,5.0,28.999999999999996,2.0,4.0,0.0467324185248714,0.0689655172413793,54.49,0.0
2591,5.0,28.999999999999975,4.0,7.0,0.0670827679782904,0.137931034482759,49.44,4.0
2592,5.0,28.000000000000064,5.0,8.0,0.008449612403100779,0.178571428571429,2.18,0.0
2593,5.0,24.999999999999982,0.0,6.0,0.017973086627418,0.0,21.37,4.0
2594,5.0,28.00000000000004,0.0,5.0,0.0840909090909091,0.0,99.9,0.0
2595,5.0,22.999999999999996,0.0,4.0,0.0258711217183771,0.0,10.84,1.0
2596,5.0,27.999999999999947,4.0,7.0,0.0327498448168839,0.14285714285714302,52.76,4.0
2597,5.0,25.999999999999975,8.0,2.0,0.0208045977011494,0.307692307692308,10.86,3.0
2598,5.0,22.999999999999968,11.0,6.0,0.0777272727272727,0.4782608695652171,76.95,5.0
2599,5.0,29.999999999999986,2.0,10.0,0.00511098130841121,0.0666666666666667,8.75,1.0
2600,5.0,26.999999999999954,1.0,10.0,0.0409590643274854,0.037037037037037,70.04,4.0
2601,5.0,22.99999999999998,11.0,10.0,0.0831842385516507,0.4782608695652171,78.11,2.0
2602,5.0,27.999999999999947,6.0,0.0,0.00441533546325879,0.214285714285714,6.91,5.0
2603,5.0,24.0,7.0,8.0,0.0356153219233904,0.29166666666666696,43.7,5.0
2604,5.0,24.000000000000053,8.0,3.0,0.0308768267223382,0.33333333333333304,44.37,1.0
2605,5.0,27.000000000000046,5.0,6.0,0.040191361399672006,0.185185185185185,73.51,2.0
2606,4.0,27.999999999999996,9.0,4.0,0.0402614379084967,0.32142857142857106,24.64,1.0
2607,5.0,25.99999999999998,8.0,1.0,0.0549076517150396,0.307692307692308,83.24,4.0
2608,5.0,24.999999999999996,10.0,1.0,0.14731012658227802,0.4,46.55,2.0
2609,5.0,27.999999999999932,1.0,4.0,0.0571526195899772,0.0357142857142857,75.27,1.0
2610,4.0,29.99999999999997,11.0,4.0,0.0375717703349282,0.3666666666666671,31.41,0.0
2611,5.0,26.00000000000004,6.0,0.0,0.0133805476864967,0.23076923076923103,14.17,3.0
2612,4.0,29.000000000000007,10.0,8.0,0.0180374592833876,0.34482758620689696,22.15,1.0
2613,5.0,24.999999999999943,3.0,10.0,0.0150571210967251,0.12,19.77,2.0
2614,5.0,24.000000000000025,5.0,6.0,0.0438961038961039,0.208333333333333,27.04,0.0
2615,5.0,27.99999999999997,6.0,1.0,0.0961774193548387,0.214285714285714,59.63,3.0
2616,5.0,23.00000000000002,10.0,10.0,0.10164090368608801,0.43478260869565205,85.48,0.0
2617,4.0,28.000000000000046,9.0,10.0,0.0715861344537815,0.32142857142857106,68.15,5.0
2618,5.0,23.000000000000057,1.0,8.0,0.0305124450951684,0.0434782608695652,41.68,4.0
2619,5.0,30.000000000000014,6.0,9.0,0.0794499017681729,0.2,40.44,3.0
2620,5.0,28.00000000000002,6.0,1.0,0.0705798319327731,0.214285714285714,83.99,0.0
2621,4.0,27.000000000000036,10.0,10.0,0.0317321016166282,0.37037037037037,54.96,5.0
2622,5.0,25.000000000000018,1.0,4.0,0.0572288261515602,0.04,77.03,2.0
2623,5.0,27.00000000000004,5.0,10.0,0.0033507246376811603,0.185185185185185,5.78,1.0
2624,5.0,28.00000000000002,10.0,5.0,0.0167899159663866,0.3571428571428571,19.98,5.0
2625,5.0,27.000000000000004,5.0,7.0,0.0406695938529089,0.185185185185185,37.05,3.0
2626,5.0,23.999999999999968,0.0,4.0,0.0940225179119754,0.0,91.86,0.0
2627,5.0,23.000000000000014,1.0,5.0,0.0821123595505618,0.0434782608695652,73.08,1.0
2628,5.0,30.00000000000003,3.0,7.0,0.0326923076923077,0.1,42.5,4.0
2629,5.0,29.99999999999994,9.0,8.0,0.005576208178438661,0.3,1.5,2.0
2630,5.0,24.00000000000006,9.0,10.0,0.0119717261904762,0.375,16.09,3.0
2631,5.0,26.000000000000018,2.0,7.0,0.0532497761862131,0.0769230769230769,59.48,4.0
2632,5.0,26.999999999999932,4.0,9.0,0.009945848375451259,0.148148148148148,16.53,2.0
2633,5.0,30.000000000000068,4.0,1.0,0.0484408992023205,0.133333333333333,66.8,0.0
2634,5.0,27.000000000000004,7.0,7.0,0.17218997361477598,0.25925925925925897,65.26,5.0
2635,4.0,30.0,8.0,9.0,0.0129003359462486,0.266666666666667,11.52,4.0
2636,5.0,26.999999999999986,1.0,4.0,0.0669693251533742,0.037037037037037,54.58,3.0
2637,5.0,28.99999999999999,7.0,10.0,0.0132323232323232,0.24137931034482799,10.48,2.0
2638,4.0,27.00000000000003,7.0,9.0,0.0603992514036182,0.25925925925925897,96.82,0.0
2639,5.0,25.999999999999975,8.0,8.0,0.0435772357723577,0.307692307692308,69.68,3.0
2640,5.0,27.999999999999993,1.0,0.0,0.0481358281358281,0.0357142857142857,69.46,4.0
2641,5.0,25.99999999999995,7.0,3.0,0.00774323546344272,0.269230769230769,13.45,0.0
2642,5.0,27.99999999999997,5.0,10.0,0.0542361623616236,0.178571428571429,73.49,0.0
2643,5.0,30.000000000000068,0.0,8.0,0.00242553191489362,0.0,3.42,3.0
2644,5.0,21.999999999999982,11.0,9.0,0.0867367367367367,0.5,86.65,1.0
2645,5.0,27.000000000000068,0.0,0.0,0.0457209847596717,0.0,78.0,4.0
2646,5.0,25.000000000000004,9.0,6.0,0.0689130434782609,0.36,28.53,5.0
2647,5.0,30.00000000000001,5.0,0.0,0.0111545293072824,0.166666666666667,12.56,3.0
2648,5.0,30.000000000000068,2.0,2.0,0.0214924471299094,0.0666666666666667,35.57,5.0
2649,5.0,25.999999999999996,8.0,8.0,0.0771102661596958,0.307692307692308,20.28,5.0
2650,5.0,24.000000000000025,2.0,10.0,0.0141908713692946,0.0833333333333333,13.68,4.0
2651,5.0,23.99999999999994,6.0,3.0,0.0466642857142857,0.25,65.33,3.0
2652,4.0,28.999999999999996,11.0,7.0,0.00920598388952819,0.37931034482758597,8.0,4.0
2653,5.0,23.999999999999996,7.0,9.0,0.0390856406954282,0.29166666666666696,60.7,0.0
2654,5.0,28.999999999999947,2.0,6.0,0.00989738805970149,0.0689655172413793,10.61,2.0
2655,5.0,28.000000000000018,5.0,9.0,0.225361305361305,0.178571428571429,96.68,4.0
2656,5.0,24.000000000000014,4.0,2.0,0.0503326102675343,0.166666666666667,69.61,0.0
2657,5.0,23.99999999999994,0.0,8.0,0.0156995884773663,0.0,22.89,0.0
2658,5.0,28.999999999999968,5.0,5.0,0.11190532544378698,0.172413793103448,94.56,0.0
2659,5.0,25.999999999999975,7.0,8.0,0.0998650674662669,0.269230769230769,66.61,2.0
2660,5.0,25.00000000000001,2.0,10.0,0.0647916666666667,0.08,74.64,3.0
2661,5.0,30.000000000000004,5.0,5.0,0.0936015325670498,0.166666666666667,48.86,4.0
2662,5.0,24.00000000000004,2.0,4.0,0.0434753499695679,0.0833333333333333,71.43,3.0
2663,5.0,27.00000000000003,0.0,9.0,0.00434689507494647,0.0,4.06,3.0
2664,5.0,29.999999999999943,3.0,9.0,0.00224820143884892,0.1,2.5,0.0
2665,4.0,27.999999999999968,7.0,8.0,0.0487179487179487,0.25,41.8,1.0
2666,5.0,25.999999999999932,8.0,0.0,0.0418187001140251,0.307692307692308,73.35,0.0
2667,5.0,27.999999999999986,7.0,6.0,0.10970114942528698,0.25,47.72,2.0
2668,5.0,30.000000000000046,10.0,9.0,0.0535359438924606,0.33333333333333304,91.6,3.0
2669,5.0,27.00000000000009,1.0,8.0,0.0409569110240627,0.037037037037037,73.19,3.0
2670,5.0,23.99999999999998,2.0,8.0,0.0691818181818182,0.0833333333333333,7.61,0.0
2671,4.0,29.0,11.0,10.0,0.00596551724137931,0.37931034482758597,1.73,3.0
2672,5.0,29.000000000000043,11.0,6.0,0.00683127572016461,0.37931034482758597,9.96,1.0
2673,4.0,30.00000000000003,9.0,5.0,0.00264044943820225,0.3,3.76,5.0
2674,5.0,25.000000000000014,4.0,7.0,0.0300877192982456,0.16,20.58,4.0
2675,5.0,25.000000000000007,10.0,0.0,0.0173480662983425,0.4,12.56,5.0
2676,4.0,28.99999999999996,8.0,9.0,0.0136488673139159,0.27586206896551696,16.87,1.0
2677,5.0,28.000000000000025,0.0,1.0,0.0315279878971256,0.0,41.68,3.0
2678,5.0,27.000000000000025,8.0,2.0,0.00861904761904762,0.296296296296296,5.43,2.0
2679,5.0,30.000000000000004,4.0,10.0,0.00851569933396765,0.133333333333333,8.95,4.0
2680,4.0,28.99999999999997,8.0,6.0,0.00806573957016435,0.27586206896551696,6.38,5.0
2681,5.0,23.999999999999996,5.0,0.0,0.0374289985052317,0.208333333333333,25.04,0.0
2682,5.0,26.999999999999996,4.0,4.0,0.0316062176165803,0.148148148148148,54.9,0.0
2683,5.0,22.000000000000032,10.0,10.0,0.057090112640801,0.45454545454545503,91.23,5.0
2684,5.0,22.000000000000068,10.0,6.0,0.0533653187114462,0.45454545454545503,77.86,4.0
2685,5.0,26.999999999999964,3.0,6.0,0.0396505211526671,0.111111111111111,64.67,5.0
2686,5.0,25.000000000000025,11.0,5.0,0.0353562176165803,0.44,54.59,5.0
2687,5.0,26.00000000000001,1.0,6.0,0.0303977272727273,0.0384615384615385,42.8,3.0
2688,5.0,23.999999999999954,8.0,0.0,0.0295861049519586,0.33333333333333304,40.03,3.0
2689,5.0,25.999999999999975,9.0,0.0,0.0452521525215252,0.34615384615384603,73.58,1.0
2690,5.0,27.000000000000036,0.0,2.0,0.0868198757763975,0.0,69.89,1.0
2691,4.0,30.00000000000001,0.0,10.0,0.0103497164461248,0.0,10.95,4.0
2692,5.0,23.000000000000064,11.0,9.0,0.0400061274509804,0.4782608695652171,65.29,4.0
2693,5.0,27.999999999999964,1.0,2.0,0.0146440677966102,0.0357142857142857,17.28,2.0
2694,5.0,26.000000000000032,6.0,3.0,0.0297246376811594,0.23076923076923103,20.51,0.0
2695,5.0,26.000000000000025,1.0,6.0,0.0228241758241758,0.0384615384615385,41.54,3.0
2696,5.0,28.99999999999993,2.0,9.0,0.003088133240805,0.0689655172413793,4.45,3.0
2697,5.0,28.00000000000003,5.0,9.0,0.160037453183521,0.178571428571429,85.46,4.0
2698,5.0,24.999999999999975,4.0,0.0,0.0795101553166069,0.16,66.55,4.0
2699,5.0,28.999999999999954,2.0,2.0,0.0147064056939502,0.0689655172413793,16.53,2.0
2700,5.0,28.000000000000007,11.0,6.0,0.0425390070921986,0.3928571428571429,29.99,1.0
2701,5.0,30.00000000000003,9.0,6.0,0.0913021702838063,0.3,54.69,0.0
2702,5.0,25.999999999999986,6.0,0.0,0.0228240190249703,0.23076923076923103,38.39,3.0
2703,5.0,25.00000000000001,6.0,2.0,0.0409772226304188,0.24,55.77,4.0
2704,5.0,28.999999999999996,9.0,6.0,0.08609,0.31034482758620696,86.09,1.0
2705,5.0,27.000000000000032,2.0,1.0,0.00496199032480995,0.0740740740740741,7.18,4.0
2706,5.0,25.000000000000014,11.0,7.0,0.0556776034236805,0.44,39.03,5.0
2707,5.0,29.000000000000075,8.0,1.0,0.00666908563134978,0.27586206896551696,9.19,4.0
2708,5.0,29.00000000000002,4.0,5.0,0.00137820512820513,0.137931034482759,1.29,4.0
2709,5.0,23.00000000000004,6.0,6.0,0.009015932521087159,0.260869565217391,9.62,4.0
2710,5.0,23.00000000000008,5.0,1.0,0.0308434466019417,0.21739130434782603,50.83,4.0
2711,5.0,29.00000000000003,6.0,8.0,0.0756919468334636,0.206896551724138,96.81,5.0
2712,5.0,27.99999999999994,9.0,9.0,0.00254587155963303,0.32142857142857106,4.44,3.0
2713,5.0,22.99999999999996,10.0,8.0,0.0439320388349515,0.43478260869565205,9.05,2.0
2714,5.0,30.0,1.0,4.0,0.035751953125,0.0333333333333333,36.61,3.0
2715,5.0,30.000000000000036,2.0,1.0,0.0100282087447109,0.0666666666666667,14.22,5.0
2716,5.0,23.999999999999996,9.0,5.0,0.0798623481781376,0.375,98.63,5.0
2717,5.0,26.99999999999994,11.0,8.0,0.0683190271816881,0.407407407407407,95.51,4.0
2718,4.0,28.999999999999996,3.0,9.0,0.0343995749202976,0.103448275862069,32.37,5.0
2719,5.0,27.999999999999996,8.0,1.0,0.0327170418006431,0.28571428571428603,40.7,2.0
2720,5.0,29.99999999999997,6.0,7.0,0.0807387387387387,0.2,89.62,0.0
2721,5.0,28.000000000000032,8.0,8.0,0.0861068702290076,0.28571428571428603,78.96,4.0
2722,4.0,28.999999999999993,4.0,10.0,0.0816859122401847,0.137931034482759,35.37,5.0
2723,5.0,30.000000000000004,2.0,9.0,0.0416627634660422,0.0666666666666667,53.37,3.0
2724,5.0,27.999999999999975,11.0,9.0,0.0325967213114754,0.3928571428571429,49.71,2.0
2725,5.0,25.000000000000053,5.0,8.0,0.0681555944055944,0.2,77.97,3.0
2726,5.0,23.000000000000068,2.0,8.0,0.00948195576251455,0.0869565217391304,16.29,0.0
2727,5.0,29.0,11.0,9.0,0.0702988792029888,0.37931034482758597,56.45,0.0
2728,5.0,26.99999999999999,7.0,10.0,0.0369902912621359,0.25925925925925897,3.81,4.0
2729,4.0,29.99999999999999,11.0,8.0,0.0116459627329193,0.3666666666666671,18.75,4.0
2730,5.0,30.000000000000068,10.0,10.0,0.0409363745498199,0.33333333333333304,68.2,5.0
2731,5.0,28.0,1.0,7.0,0.0439355742296919,0.0357142857142857,62.74,5.0
2732,4.0,29.00000000000008,8.0,8.0,0.0340382452193476,0.27586206896551696,60.52,5.0
2733,5.0,29.00000000000003,7.0,8.0,0.0297185301016419,0.24137931034482799,38.01,5.0
2734,4.0,28.00000000000002,6.0,9.0,0.0514223602484472,0.214285714285714,82.79,1.0
2735,5.0,28.999999999999982,9.0,0.0,0.009930755914598959,0.31034482758620696,17.21,4.0
2736,5.0,22.999999999999943,9.0,7.0,0.0384130284130284,0.39130434782608703,55.43,0.0
2737,5.0,30.00000000000001,8.0,1.0,0.0314624037892244,0.266666666666667,53.14,1.0
2738,4.0,30.000000000000018,11.0,0.0,0.0541926541926542,0.3666666666666671,78.2,2.0
2739,5.0,26.999999999999982,6.0,0.0,0.0511777456647399,0.222222222222222,70.83,5.0
2740,5.0,26.00000000000003,9.0,7.0,0.029311859443631,0.34615384615384603,40.04,3.0
2741,5.0,22.999999999999975,3.0,2.0,0.0383025830258303,0.130434782608696,31.14,4.0
2742,5.0,27.999999999999943,1.0,9.0,0.0457313245448839,0.0357142857142857,72.85,1.0
2743,5.0,30.000000000000025,2.0,0.0,0.0807335329341317,0.0666666666666667,53.93,4.0
2744,5.0,25.999999999999964,7.0,7.0,0.0116687116564417,0.269230769230769,9.51,0.0
2745,5.0,25.0,6.0,7.0,0.0770617529880478,0.24,77.37,4.0
2746,5.0,22.999999999999932,7.0,9.0,0.0444993894993895,0.304347826086957,72.89,3.0
2747,5.0,29.000000000000053,0.0,4.0,0.0497670807453416,0.0,64.1,2.0
2748,5.0,24.000000000000007,11.0,1.0,0.0158402971216342,0.4583333333333329,17.06,5.0
2749,5.0,25.999999999999975,4.0,4.0,0.07982078853046601,0.153846153846154,44.54,4.0
2750,4.0,30.00000000000002,11.0,9.0,0.0496028880866426,0.3666666666666671,27.48,4.0
2751,4.0,29.000000000000018,8.0,8.0,0.0433905579399142,0.27586206896551696,30.33,5.0
2752,5.0,24.999999999999986,10.0,8.0,0.00208510638297872,0.4,2.94,4.0
2753,5.0,29.999999999999954,2.0,6.0,0.0358997050147493,0.0666666666666667,48.68,4.0
2754,5.0,24.0,1.0,9.0,0.0478270893371758,0.0416666666666667,82.98,3.0
2755,5.0,27.000000000000014,3.0,0.0,0.0641879468845761,0.111111111111111,62.84,5.0
2756,5.0,28.99999999999997,6.0,8.0,0.0763105726872247,0.206896551724138,69.29,5.0
2757,5.0,26.00000000000001,7.0,10.0,0.0772477064220184,0.269230769230769,25.26,3.0
2758,4.0,28.99999999999995,11.0,9.0,0.02028,0.37931034482758597,30.42,5.0
2759,5.0,24.000000000000036,0.0,6.0,0.13942496493688597,0.0,99.41,2.0
2760,5.0,24.000000000000036,6.0,3.0,0.025456039441249002,0.25,30.98,4.0
2761,5.0,26.00000000000001,11.0,6.0,0.0114842300556586,0.42307692307692296,12.38,4.0
2762,5.0,24.999999999999964,7.0,1.0,0.0434913294797688,0.28,37.62,2.0
2763,5.0,26.999999999999982,9.0,2.0,0.0839130434782609,0.33333333333333304,3.86,2.0
2764,4.0,27.99999999999999,2.0,10.0,0.0218609550561798,0.0714285714285714,31.13,5.0
2765,5.0,30.000000000000014,6.0,5.0,0.00037172011661807595,0.2,0.51,3.0
2766,5.0,29.99999999999999,8.0,8.0,0.18560240963855398,0.266666666666667,61.62,5.0
2767,5.0,30.00000000000002,11.0,7.0,0.0052605459057072,0.3666666666666671,4.24,4.0
2768,5.0,23.999999999999964,8.0,8.0,0.053784494086727995,0.33333333333333304,40.93,5.0
2769,5.0,23.999999999999947,8.0,7.0,0.0315290322580645,0.33333333333333304,48.87,5.0
2770,5.0,23.99999999999997,2.0,0.0,0.0523836389280677,0.0833333333333333,74.28,5.0
2771,5.0,24.99999999999998,6.0,1.0,0.0254091392136025,0.24,23.91,2.0
2772,5.0,29.00000000000005,10.0,2.0,0.00347738014854828,0.34482758620689696,5.15,4.0
2773,5.0,24.999999999999943,0.0,8.0,0.0578444632290786,0.0,68.43,0.0
2774,4.0,30.000000000000036,9.0,8.0,0.0267345399698341,0.3,35.45,3.0
2775,5.0,23.0,6.0,7.0,0.0029901589704769103,0.260869565217391,3.95,1.0
2776,5.0,26.999999999999975,6.0,3.0,0.0526175040518639,0.222222222222222,64.93,2.0
2777,5.0,27.00000000000004,11.0,6.0,0.04493221433182701,0.407407407407407,69.6,0.0
2778,4.0,26.00000000000001,11.0,9.0,0.0419786535303777,0.42307692307692296,51.13,3.0
2779,5.0,24.00000000000001,0.0,6.0,0.00121896162528217,0.0,1.62,3.0
2780,5.0,29.000000000000007,1.0,3.0,0.0632579185520362,0.0344827586206897,55.92,3.0
2781,5.0,25.999999999999986,0.0,8.0,0.077605504587156,0.0,84.59,3.0
2782,5.0,30.000000000000014,3.0,2.0,0.0286256544502618,0.1,21.87,5.0
2783,5.0,29.0,7.0,7.0,0.10073482428114999,0.24137931034482799,94.59,2.0
2784,4.0,27.999999999999964,8.0,9.0,0.0541437007874016,0.28571428571428603,55.01,4.0
2785,5.0,24.999999999999975,2.0,10.0,0.22637837837837801,0.08,41.88,1.0
2786,5.0,29.000000000000004,6.0,9.0,0.16503731343283598,0.206896551724138,88.46,0.0
2787,4.0,30.000000000000007,7.0,9.0,0.050016077170418,0.23333333333333303,31.11,5.0
2788,5.0,27.999999999999996,4.0,9.0,0.0112446958981612,0.14285714285714302,15.9,2.0
2789,5.0,29.000000000000057,9.0,1.0,0.0587327021121631,0.31034482758620696,80.64,2.0
2790,4.0,29.000000000000068,9.0,8.0,0.0530476190476191,0.31034482758620696,89.12,5.0
2791,5.0,25.000000000000043,0.0,5.0,0.0355978835978836,0.0,33.64,1.0
2792,5.0,24.000000000000004,7.0,7.0,0.0336825396825397,0.29166666666666696,21.22,3.0
2793,5.0,23.999999999999982,3.0,3.0,0.0441760423560556,0.125,66.75,0.0
2794,5.0,25.000000000000064,0.0,9.0,0.0449343065693431,0.0,61.56,2.0
2795,5.0,29.99999999999999,10.0,10.0,0.0890170511534604,0.33333333333333304,88.75,5.0
2796,5.0,25.99999999999991,7.0,2.0,0.0500444938820912,0.269230769230769,89.98,0.0
2797,5.0,23.000000000000046,8.0,10.0,0.0214797416324134,0.34782608695652195,36.58,0.0
2798,5.0,25.999999999999986,3.0,6.0,0.0534558823529412,0.115384615384615,87.24,2.0
2799,5.0,24.999999999999986,11.0,4.0,0.130825688073394,0.44,71.3,4.0
2800,5.0,30.000000000000014,8.0,8.0,0.100857142857143,0.266666666666667,88.25,4.0
2801,5.0,26.000000000000004,11.0,1.0,0.0308127402526085,0.42307692307692296,56.11,1.0
2802,5.0,25.000000000000025,11.0,9.0,0.123772845953003,0.44,94.81,4.0
2803,5.0,23.000000000000025,3.0,9.0,0.0178846153846154,0.130434782608696,11.16,2.0
2804,4.0,29.999999999999986,10.0,7.0,0.0409247757073844,0.33333333333333304,59.3,1.0
2805,5.0,22.0,11.0,9.0,0.08775,0.5,3.51,2.0
2806,5.0,26.0,1.0,4.0,0.0505619982158787,0.0384615384615385,56.68,0.0
2807,4.0,30.0,5.0,9.0,0.0423028611304955,0.166666666666667,60.62,1.0
2808,5.0,30.00000000000001,5.0,3.0,0.008310038119440909,0.166666666666667,13.08,2.0
2809,5.0,23.000000000000068,2.0,1.0,0.0259209545115585,0.0869565217391304,34.76,1.0
2810,5.0,27.000000000000014,6.0,3.0,0.0293771929824561,0.222222222222222,33.49,5.0
2811,5.0,27.99999999999997,4.0,1.0,0.0624626865671642,0.14285714285714302,66.96,1.0
2812,4.0,29.000000000000018,10.0,10.0,0.0344206008583691,0.34482758620689696,16.04,1.0
2813,5.0,22.999999999999968,0.0,8.0,0.0969590643274854,0.0,82.9,3.0
2814,5.0,24.000000000000046,6.0,1.0,0.00103594080338266,0.25,0.98,5.0
2815,5.0,23.99999999999999,5.0,2.0,0.0855116696588869,0.208333333333333,47.63,4.0
2816,5.0,26.999999999999957,4.0,1.0,0.0466567164179105,0.148148148148148,46.89,5.0
2817,5.0,26.999999999999996,5.0,3.0,0.0130457863304579,0.185185185185185,19.66,3.0
2818,5.0,22.999999999999975,6.0,6.0,0.0112061711079944,0.260869565217391,15.98,2.0
2819,5.0,23.999999999999993,10.0,10.0,0.19443418013856797,0.4166666666666671,84.19,4.0
2820,5.0,27.99999999999999,9.0,4.0,0.0826331360946746,0.32142857142857106,27.93,1.0
2821,5.0,28.99999999999996,8.0,2.0,0.030562640660164998,0.27586206896551696,40.74,1.0
2822,5.0,27.999999999999996,6.0,9.0,0.0369701492537313,0.214285714285714,49.54,3.0
2823,5.0,28.000000000000043,7.0,6.0,0.00607827476038339,0.25,7.61,5.0
2824,5.0,24.00000000000005,1.0,9.0,0.0541842397336293,0.0416666666666667,97.64,2.0
2825,5.0,28.999999999999964,6.0,0.0,0.100594758064516,0.206896551724138,99.79,5.0
2826,5.0,23.000000000000014,4.0,7.0,0.0555009823182711,0.17391304347826098,28.25,1.0
2827,5.0,23.99999999999999,7.0,9.0,0.164372881355932,0.29166666666666696,96.98,0.0
2828,5.0,27.00000000000002,1.0,8.0,0.125882352941176,0.037037037037037,23.54,1.0
2829,5.0,23.0,10.0,8.0,0.0496545562835021,0.43478260869565205,83.37,4.0
2830,5.0,24.0,8.0,8.0,0.157,0.33333333333333304,94.2,2.0
2831,5.0,28.99999999999997,1.0,4.0,0.0298964624676445,0.0344827586206897,34.65,4.0
2832,5.0,28.0,9.0,0.0,0.0416517857142857,0.32142857142857106,18.66,0.0
2833,5.0,23.999999999999982,4.0,4.0,0.0517167798254122,0.166666666666667,53.32,1.0
2834,5.0,26.999999999999986,3.0,1.0,0.0503329633740289,0.111111111111111,45.35,2.0
2835,5.0,24.00000000000004,2.0,10.0,0.0645445544554455,0.0833333333333333,65.19,2.0
2836,5.0,27.00000000000008,5.0,10.0,0.00821574344023324,0.185185185185185,14.09,3.0
2837,5.0,22.999999999999982,0.0,10.0,0.0835865384615385,0.0,86.93,3.0
2838,5.0,29.00000000000006,9.0,5.0,0.0340173217854764,0.31034482758620696,51.06,3.0
2839,5.0,24.0,11.0,1.0,0.0543799472295515,0.4583333333333329,41.22,0.0
2840,5.0,28.000000000000014,0.0,4.0,0.0301419647927314,0.0,53.08,2.0
2841,5.0,26.99999999999999,9.0,2.0,0.04338294993234101,0.33333333333333304,64.12,4.0
2842,5.0,27.000000000000018,8.0,8.0,0.0018014705882352898,0.296296296296296,0.98,0.0
2843,5.0,28.99999999999998,5.0,0.0,0.0424369189907039,0.172413793103448,63.91,5.0
2844,5.0,29.000000000000014,1.0,10.0,0.0450554016620499,0.0344827586206897,65.06,3.0
2845,5.0,25.999999999999986,6.0,8.0,0.17114006514658,0.23076923076923103,52.54,4.0
2846,5.0,23.00000000000005,2.0,3.0,0.0297706698853349,0.0869565217391304,49.33,3.0
2847,5.0,23.999999999999968,9.0,8.0,0.11021707670043401,0.375,76.16,1.0
2848,5.0,30.000000000000004,8.0,8.0,0.0371841359773371,0.266666666666667,65.63,3.0
2849,4.0,28.00000000000002,9.0,3.0,0.00221378504672897,0.32142857142857106,3.79,4.0
2850,4.0,27.99999999999998,5.0,9.0,0.0610453497309762,0.178571428571429,79.42,1.0
2851,5.0,24.999999999999975,10.0,0.0,0.0827695167286245,0.4,89.06,5.0
2852,5.0,23.999999999999993,1.0,7.0,0.0577150304083406,0.0416666666666667,66.43,5.0
2853,5.0,30.000000000000007,11.0,6.0,0.0270350404312668,0.3666666666666671,10.03,3.0
2854,5.0,28.999999999999982,8.0,0.0,0.0256113256113256,0.27586206896551696,19.9,1.0
2855,5.0,23.00000000000001,10.0,6.0,0.0036666666666666705,0.43478260869565205,2.86,0.0
2856,5.0,26.000000000000018,11.0,7.0,0.185810810810811,0.42307692307692296,82.5,2.0
2857,5.0,23.000000000000014,6.0,0.0,0.0448669950738916,0.260869565217391,45.54,0.0
2858,5.0,29.999999999999968,6.0,4.0,0.00618867924528302,0.2,6.56,5.0
2859,5.0,24.000000000000004,6.0,1.0,0.0698095238095238,0.25,21.99,3.0
2860,4.0,30.000000000000057,11.0,9.0,0.114448669201521,0.3666666666666671,30.1,3.0
2861,5.0,24.000000000000025,3.0,4.0,0.0847582697201018,0.125,66.62,1.0
2862,5.0,28.0,1.0,6.0,0.059234375,0.0357142857142857,37.91,0.0
2863,5.0,25.000000000000025,2.0,10.0,0.0735657142857143,0.08,64.37,2.0
2864,5.0,23.000000000000004,9.0,9.0,0.050275092936803,0.39130434782608703,67.62,0.0
2865,5.0,30.000000000000004,1.0,10.0,0.170906344410876,0.0333333333333333,56.57,3.0
